user_id,course_id,gender,school,enroll_time,classification_encoded,classification,school_encoded,course_id_encoded,comment_count_week1,reply_count_week1,questions_done_week1,attempts_count_week1,correct_answers_week1,total_score_week1,user_watching_time_week1,comment_count_week2,reply_count_week2,questions_done_week2,attempts_count_week2,correct_answers_week2,total_score_week2,user_watching_time_week2,comment_count_week3,reply_count_week3,questions_done_week3,attempts_count_week3,correct_answers_week3,total_score_week3,user_watching_time_week3,comment_count_week4,reply_count_week4,questions_done_week4,attempts_count_week4,correct_answers_week4,total_score_week4,user_watching_time_week4
U_5581723,C_1824911,2.0,重庆三峡医药高等专科学校,2020-06-02 17:49:26,2,C,822,57,0.013888888888888888,0.0,0.1312741312741313,0.1312741312741313,0.12653061224489798,0.03949044585987261,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.05078125,0.05078125,0.05439330543933054,0.040123456790123455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_175230,C_735164,0.0,贵州理工学院,2020-09-16 09:04:19,0,A,765,138,0.013888888888888888,0.0,0.02316602316602317,0.02702702702702703,0.02448979591836735,0.012738853503184712,0.0,0.0,0.0,0.09266409266409267,0.11969111969111969,0.07421875,0.04927536231884058,0.0,0.0,0.0,0.08984375,0.10546875,0.09205020920502091,0.1111111111111111,0.09402587588733685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_22342489,C_1829948,0.0,北方民族大学,2020-06-04 16:45:41,1,B,190,61,0.013888888888888888,0.0,0.10810810810810811,0.10810810810810811,0.07755102040816328,0.024203821656050954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5681818181818182,0.0,0.90625,0.90625,0.5815899581589957,0.4290123456790123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_4740917,C_682392,0.0,陕西工业职业技术学校,2020-09-14 19:42:43,0,A,875,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88671875,0.88671875,0.9372384937238493,0.9104938271604938,0.0,0.33333333333333337,0.0,0.0661764705882353,0.0661764705882353,0.03745318352059925,0.03508771929824561,0.0
U_14749820,C_1918363,2.0,新乡医学院三全学院,2020-10-30 07:54:47,0,A,461,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.03515625,0.03515625,0.03347280334728033,0.05864197530864197,0.0,0.0,0.0,0.08823529411764705,0.08823529411764705,0.0749063670411985,0.14912280701754385,0.0
U_11064859,C_676646,2.0,天津商业大学,2020-08-11 07:11:49,4,E,316,90,0.0,0.0,0.019305019305019305,0.019305019305019305,0.020408163265306124,0.006369426751592356,0.0,0.0,0.0,0.019305019305019305,0.019305019305019305,0.015625,0.005797101449275362,0.10176954029095045,0.0,0.0,0.01953125,0.01953125,0.02092050209205021,0.015432098765432098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_28108345,C_735164,2.0,昆明理工大学,2020-10-20 16:13:13,0,A,476,138,0.0,0.0,0.0,0.0,0.0,0.0,0.055440516316258834,0.0,0.0,0.12355212355212356,0.14671814671814673,0.1171875,0.07391304347826087,0.0,0.0,0.0,0.02734375,0.02734375,0.02928870292887029,0.040123456790123455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_22296805,C_707358,1.0,湖北文理学院理工学院,2020-05-14 11:32:04,0,A,626,134,0.013888888888888888,0.0,0.03861003861003861,0.03861003861003861,0.04081632653061225,0.012738853503184712,0.0,0.0,0.0,0.14671814671814673,0.14671814671814673,0.1484375,0.05507246376811594,0.0,0.0,0.0,0.0390625,0.0390625,0.04184100418410042,0.030864197530864196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_33014668,C_735164,0.0,昆明理工大学,2020-09-27 20:28:10,0,A,476,138,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01953125,0.01953125,0.02092050209205021,0.024691358024691357,0.0,0.0,0.0,0.14705882352941177,0.14705882352941177,0.149812734082397,0.21052631578947367,0.364756446991404
U_32904200,C_735164,2.0,昆明理工大学,2020-09-22 12:27:13,2,C,476,138,0.09722222222222221,0.0,0.019305019305019305,0.02316602316602317,0.020408163265306124,0.01019108280254777,0.031963846701916654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17533776047629954,0.21212121212121213,0.0,0.1801470588235294,0.1838235294117647,0.18352059925093633,0.2631578947368421,0.0
U_7767180,C_1829948,0.0,北方民族大学,2020-06-05 14:29:46,1,B,190,61,0.027777777777777776,0.0,0.015444015444015444,0.015444015444015444,0.004081632653061225,0.0012738853503184713,0.0,0.11538461538461539,0.0,0.7027027027027027,0.7027027027027027,0.359375,0.13333333333333333,0.0,0.0,0.0,0.2890625,0.2890625,0.13807531380753138,0.10185185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_33224737,C_697076,1.0,辽宁对外经贸学院,2020-09-24 15:11:08,0,A,781,121,0.0,0.0,0.05791505791505792,0.05791505791505792,0.06122448979591837,0.022929936305732482,0.020379226432490433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05859375,0.05859375,0.06276150627615062,0.06172839506172839,0.09673437142202883,0.030303030303030304,0.0,0.07352941176470588,0.07352941176470588,0.0749063670411985,0.07017543859649122,0.0
U_2344190,C_735164,0.0,曲靖师范学院,2020-09-16 11:00:34,0,A,489,138,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04247104247104247,0.0501930501930502,0.04296875,0.028985507246376812,0.0,0.0,0.0,0.04296875,0.0625,0.046025104602510455,0.05246913580246913,0.0,0.0,0.0,0.0625,0.08455882352941177,0.06367041198501873,0.09064327485380116,0.0
U_6758762,C_1824911,2.0,重庆三峡医药高等专科学校,2020-06-10 18:06:36,4,E,822,57,0.013888888888888888,0.0,0.07335907335907337,0.07335907335907337,0.07755102040816328,0.024203821656050954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04779411764705882,0.04779411764705882,0.04119850187265918,0.03216374269005848,0.0
U_11064862,C_676646,2.0,天津商业大学,2020-08-11 07:15:13,4,E,316,90,0.0,0.0,0.03861003861003861,0.03861003861003861,0.0326530612244898,0.01019108280254777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07877558751380144,0.0,0.0,0.015625,0.015625,0.016736401673640166,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_32593468,C_735164,1.0,昆明理工大学,2020-09-16 15:14:22,0,A,476,138,0.0,0.0,0.09266409266409267,0.11196911196911197,0.09387755102040818,0.05095541401273885,0.0,0.0,0.0,0.22393822393822393,0.2548262548262548,0.21484375,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07720588235294118,0.07720588235294118,0.07865168539325842,0.06140350877192982,0.0
U_12528461,C_786631,1.0,河北师范大学,2020-04-22 17:22:01,0,A,556,154,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22393822393822393,0.22393822393822393,0.22265625,0.1,0.0,0.0,0.0,0.296875,0.296875,0.3138075313807531,0.32407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_11271732,C_948120,2.0,北京农学院,2020-09-29 22:13:16,0,A,160,167,0.027777777777777776,0.0,0.019305019305019305,0.019305019305019305,0.020408163265306124,0.006369426751592356,0.0,0.0,0.0,0.06563706563706564,0.06563706563706564,0.0546875,0.021739130434782608,0.03296791291506324,0.0,0.0,0.171875,0.171875,0.18410041841004182,0.1728395061728395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_6758611,C_1824911,2.0,重庆三峡医药高等专科学校,2020-06-10 18:32:51,4,E,822,57,0.2638888888888889,0.0,0.1312741312741313,0.1312741312741313,0.12244897959183675,0.03821656050955414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.04779411764705882,0.04779411764705882,0.0449438202247191,0.03508771929824561,0.0
U_34209193,C_682392,1.0,昆明理工大学,2020-10-04 06:59:33,0,A,476,108,0.013888888888888888,0.0,0.07335907335907337,0.07335907335907337,0.04081632653061225,0.012738853503184712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020315896943126542,0.06818181818181818,0.0,0.0078125,0.0078125,0.008368200836820083,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_14654847,C_786631,1.0,北华航天工业学院,2020-04-29 20:43:11,0,A,186,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.07722007722007722,0.07722007722007722,0.07421875,0.03333333333333333,0.0,0.0,0.0,0.01171875,0.01171875,0.008368200836820083,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_32930811,C_735164,1.0,昆明理工大学,2020-10-21 10:50:56,0,A,476,138,0.013888888888888888,0.0,0.05405405405405406,0.08108108108108109,0.04489795918367347,0.025477707006369425,0.0,0.0,0.0,0.06177606177606178,0.09266409266409267,0.046875,0.02753623188405797,0.0,0.0,0.0,0.01953125,0.0234375,0.016736401673640166,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_32826711,C_735164,2.0,昆明理工大学,2020-09-22 12:26:45,0,A,476,138,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014321154192633386,0.0,0.0,0.15234375,0.15625,0.1631799163179916,0.20987654320987653,0.1009031371651019,0.030303030303030304,0.0,0.05514705882352941,0.0661764705882353,0.056179775280898875,0.08771929824561403,0.0
U_5643135,C_1824911,2.0,重庆三峡医药高等专科学校,2020-06-03 19:59:53,4,E,822,57,0.16666666666666666,0.0,0.1312741312741313,0.1312741312741313,0.0979591836734694,0.030573248407643312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.05078125,0.05078125,0.05439330543933054,0.040123456790123455,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0
U_2204650,C_735164,0.0,河南大学,2020-09-15 20:14:37,0,A,568,138,0.0,0.0,0.019305019305019305,0.019305019305019305,0.020408163265306124,0.01019108280254777,0.024196052054835934,0.0,0.0,0.17374517374517376,0.18532818532818535,0.17578125,0.12173913043478261,0.15987692122903222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.014705882352941176,0.0149812734082397,0.017543859649122806,0.0
U_5075986,C_1864065,2.0,湖北理工学院,2020-06-30 10:33:02,4,E,631,67,0.027777777777777776,0.0,0.0501930501930502,0.0501930501930502,0.0326530612244898,0.017834394904458598,0.0,0.057692307692307696,0.0,0.34362934362934366,0.34362934362934366,0.2890625,0.21159420289855072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_15385000,C_697076,0.0,泽大,2020-09-28 16:34:36,4,E,589,121,0.0,0.0,0.03861003861003861,0.03861003861003861,0.036734693877551024,0.012738853503184712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17578125,0.17578125,0.18828451882845187,0.1728395061728395,0.0,0.0,0.0,0.09191176470588235,0.09191176470588235,0.08614232209737828,0.08187134502923976,0.0
U_14654613,C_786631,1.0,北华航天工业学院,2020-05-02 14:33:24,0,A,186,154,0.05555555555555555,0.0,0.05791505791505792,0.05791505791505792,0.06122448979591837,0.022929936305732482,0.0,0.057692307692307696,0.0,0.0694980694980695,0.0694980694980695,0.0703125,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_32758491,C_735164,2.0,昆明理工大学,2020-09-15 15:57:00,2,C,476,138,0.0,0.0,0.11583011583011583,0.15444015444015444,0.0979591836734694,0.05222929936305732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05632352873239308,0.0,0.0,0.234375,0.24609375,0.2426778242677824,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_31068041,C_682392,0.0,昆明理工大学,2020-09-28 20:38:36,0,A,476,108,0.1388888888888889,0.0,0.1274131274131274,0.1274131274131274,0.12244897959183675,0.058598726114649675,0.11220734269433656,0.0,0.0,0.14285714285714285,0.14285714285714285,0.1328125,0.05652173913043478,0.0,0.0,0.0,0.68359375,0.68359375,0.7280334728033472,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
