user_id,course_id,gender,school,enroll_time,classification_encoded,classification,school_encoded,course_id_encoded,comment_count_week1,reply_count_week1,questions_done_week1,attempts_count_week1,correct_answers_week1,total_score_week1,user_watching_time_week1,comment_count_week2,reply_count_week2,questions_done_week2,attempts_count_week2,correct_answers_week2,total_score_week2,user_watching_time_week2,comment_count_week3,reply_count_week3,questions_done_week3,attempts_count_week3,correct_answers_week3,total_score_week3,user_watching_time_week3,comment_count_week4,reply_count_week4,questions_done_week4,attempts_count_week4,correct_answers_week4,total_score_week4,user_watching_time_week4
U_6220258,C_1829948,0.0,北方民族大学,2020-06-05 15:47:28,4,E,190,61,0.3098591549295775,0.0,0.14522058823529413,0.14522058823529413,0.1786743515850144,0.04696969696969697,0.03519785812378105,0.0196078431372549,0.0,0.04318936877076412,0.040498442367601244,0.033112582781456956,0.01518987341772152,0.046082331381576004,0.04545454545454545,0.0,0.046511627906976744,0.046511627906976744,0.033112582781456956,0.028571428571428574,0.06104965761407545,0.021739130434782608,0.5,0.04318936877076412,0.04318936877076412,0.033112582781456956,0.01206030150753769,0.058471074380165314
U_665476,C_735164,1.0,桂林理工大学,2020-09-18 15:48:32,0,A,497,138,0.04225352112676056,0.0,0.10845588235294118,0.10845588235294118,0.15561959654178673,0.056818181818181816,0.002134952050130982,0.0196078431372549,0.0,0.19601328903654486,0.1838006230529595,0.18543046357615894,0.09873417721518987,0.054705940414017454,0.06818181818181818,0.0,0.0033222591362126247,0.0066445182724252485,0.0033112582781456954,0.002380952380952381,0.0912974817468856,0.021739130434782608,0.0,0.10631229235880399,0.10963455149501662,0.10596026490066225,0.05326633165829146,0.07240366735537192
U_11946197,C_948387,0.0,深圳信息职业技术学院,2020-10-01 11:49:47,4,E,610,169,0.014084507042253521,0.0,0.016544117647058824,0.016544117647058824,0.017291066282420747,0.005303030303030303,0.0565127577810347,0.0196078431372549,0.0,0.04318936877076412,0.040498442367601244,0.033112582781456956,0.01518987341772152,0.046082331381576004,0.04545454545454545,0.0,0.046511627906976744,0.046511627906976744,0.033112582781456956,0.028571428571428574,0.06104965761407545,0.021739130434782608,0.5,0.12956810631229237,0.12956810631229237,0.08609271523178808,0.026130653266331662,0.058471074380165314
U_13386326,C_697107,2.0,昆明理工大学津桥学院,2020-07-07 02:01:53,3,D,480,122,0.11267605633802817,0.0,0.18382352941176472,0.18382352941176472,0.1239193083573487,0.03257575757575758,0.04857592928115586,0.0784313725490196,0.0,0.12956810631229237,0.1277258566978193,0.08940397350993377,0.035443037974683546,0.051511576268252326,0.09090909090909091,0.0,0.11627906976744187,0.11960132890365449,0.06291390728476821,0.05476190476190477,0.08706410802458099,0.09782608695652174,0.5,0.11295681063122924,0.12292358803986711,0.07450331125827815,0.029145728643216084,0.0765625
U_30404203,C_1774960,1.0,辽宁对外经贸学院,2020-06-08 15:15:35,4,E,781,42,0.014084507042253521,0.0,0.016544117647058824,0.016544117647058824,0.017291066282420747,0.005303030303030303,0.03519785812378105,0.0196078431372549,0.0,0.026578073089700997,0.0529595015576324,0.016556291390728478,0.00759493670886076,0.046082331381576004,0.04545454545454545,0.0,0.046511627906976744,0.046511627906976744,0.033112582781456956,0.028571428571428574,0.06104965761407545,0.021739130434782608,0.5,0.04318936877076412,0.04318936877076412,0.033112582781456956,0.01206030150753769,0.058471074380165314
U_29343954,C_676646,1.0,辽宁对外经贸学院,2020-06-26 15:51:57,4,E,781,90,0.014084507042253521,0.0,0.005514705882352941,0.005514705882352941,0.011527377521613832,0.0030303030303030303,0.03519785812378105,0.0196078431372549,0.0,0.04318936877076412,0.040498442367601244,0.033112582781456956,0.01518987341772152,0.046082331381576004,0.04545454545454545,0.0,0.046511627906976744,0.046511627906976744,0.033112582781456956,0.028571428571428574,0.06104965761407545,0.021739130434782608,0.5,0.04318936877076412,0.04318936877076412,0.033112582781456956,0.01206030150753769,0.058471074380165314
U_12479790,C_697062,2.0,湖北科技学院,2020-04-25 22:21:48,3,D,633,120,0.11267605633802817,0.0,0.11029411764705883,0.11029411764705883,0.09798270893371758,0.02878787878787879,0.04857592928115586,0.0784313725490196,0.0,0.2159468438538206,0.20249221183800623,0.2119205298013245,0.08860759493670886,0.051511576268252326,0.09090909090909091,0.0,0.11960132890365449,0.11960132890365449,0.076158940397351,0.05476190476190477,0.08706410802458099,0.09782608695652174,0.5,0.11295681063122924,0.12292358803986711,0.07450331125827815,0.029145728643216084,0.0765625
U_29389188,C_735186,1.0,辽宁对外经贸学院,2020-06-07 10:51:42,4,E,781,139,0.014084507042253521,0.0,0.02389705882352941,0.02389705882352941,0.02881844380403458,0.00909090909090909,0.03519785812378105,0.0196078431372549,0.0,0.04318936877076412,0.040498442367601244,0.033112582781456956,0.01518987341772152,0.046082331381576004,0.04545454545454545,0.0,0.046511627906976744,0.046511627906976744,0.033112582781456956,0.028571428571428574,0.06104965761407545,0.021739130434782608,0.5,0.04318936877076412,0.04318936877076412,0.033112582781456956,0.01206030150753769,0.058471074380165314
U_33344087,C_697076,2.0,辽宁对外经贸学院,2020-11-16 22:21:29,0,A,781,121,0.04225352112676056,0.0,0.3915441176470588,0.3915441176470588,0.5907780979827089,0.19696969696969696,0.04272789170599979,0.0196078431372549,0.0,0.28903654485049834,0.27102803738317754,0.2913907284768212,0.1468354430379747,0.054705940414017454,0.022727272727272728,0.0,0.12624584717607976,0.12956810631229237,0.1291390728476821,0.125,0.0912974817468856,0.021739130434782608,0.0,0.10631229235880399,0.10963455149501662,0.10596026490066225,0.05326633165829146,0.07240366735537192
U_26663874,C_735115,0.0,辽宁对外经贸学院,2020-06-20 21:22:19,4,E,781,136,0.014084507042253521,0.0,0.009191176470588234,0.009191176470588234,0.01440922190201729,0.003787878787878788,0.03519785812378105,0.0196078431372549,0.0,0.04318936877076412,0.040498442367601244,0.033112582781456956,0.01518987341772152,0.046082331381576004,0.04545454545454545,0.0,0.046511627906976744,0.046511627906976744,0.033112582781456956,0.028571428571428574,0.06104965761407545,0.021739130434782608,0.5,0.04318936877076412,0.04318936877076412,0.033112582781456956,0.01206030150753769,0.058471074380165314
U_33326622,C_735164,1.0,昆明理工大学,2020-11-19 14:22:04,0,A,476,138,0.04225352112676056,0.0,0.2849264705882353,0.29963235294117646,0.44956772334293943,0.16363636363636364,0.04272789170599979,0.0196078431372549,0.0,0.19601328903654486,0.1838006230529595,0.18543046357615894,0.09873417721518987,0.054705940414017454,0.022727272727272728,0.0,0.12624584717607976,0.12956810631229237,0.1291390728476821,0.125,0.0912974817468856,0.021739130434782608,0.0,0.10631229235880399,0.10963455149501662,0.10596026490066225,0.05326633165829146,0.07240366735537192
U_29892506,C_676646,1.0,辽宁对外经贸学院,2020-08-23 16:05:04,4,E,781,90,0.014084507042253521,0.0,0.007352941176470588,0.007352941176470588,0.005763688760806916,0.0015151515151515152,0.04731515354344338,0.0196078431372549,0.0,0.04318936877076412,0.040498442367601244,0.033112582781456956,0.01518987341772152,0.046082331381576004,0.04545454545454545,0.0,0.046511627906976744,0.046511627906976744,0.033112582781456956,0.028571428571428574,0.06104965761407545,0.021739130434782608,0.5,0.04318936877076412,0.04318936877076412,0.033112582781456956,0.01206030150753769,0.058471074380165314
U_20122936,C_948120,2.0,中国农业大学,2020-09-26 18:37:16,4,E,67,167,0.014084507042253521,0.0,0.016544117647058824,0.016544117647058824,0.017291066282420747,0.005303030303030303,0.03519785812378105,0.0196078431372549,0.0,0.04318936877076412,0.040498442367601244,0.033112582781456956,0.01518987341772152,0.046082331381576004,0.04545454545454545,0.0,0.046511627906976744,0.046511627906976744,0.033112582781456956,0.028571428571428574,0.06104965761407545,0.021739130434782608,0.5,0.16611295681063123,0.16611295681063123,0.1456953642384106,0.05326633165829146,0.058471074380165314
U_30461026,C_1829948,2.0,辽宁对外经贸学院,2020-06-11 19:35:40,4,E,781,61,0.056338028169014086,0.0,0.04963235294117647,0.04963235294117647,0.06340057636887608,0.016666666666666666,0.03519785812378105,0.0196078431372549,0.0,0.04318936877076412,0.040498442367601244,0.033112582781456956,0.01518987341772152,0.046082331381576004,0.04545454545454545,0.0,0.046511627906976744,0.046511627906976744,0.033112582781456956,0.028571428571428574,0.06104965761407545,0.021739130434782608,0.5,0.04318936877076412,0.04318936877076412,0.033112582781456956,0.01206030150753769,0.058471074380165314
U_34269075,C_697076,1.0,辽宁对外经贸学院,2020-11-24 13:36:58,4,E,781,121,0.014084507042253521,0.0,0.1875,0.1875,0.28530259365994237,0.09015151515151515,0.03519785812378105,0.0196078431372549,0.0,0.0066445182724252485,0.006230529595015575,0.009933774834437087,0.005063291139240506,0.046082331381576004,0.04545454545454545,0.0,0.046511627906976744,0.046511627906976744,0.033112582781456956,0.028571428571428574,0.06104965761407545,0.021739130434782608,0.5,0.04318936877076412,0.04318936877076412,0.033112582781456956,0.01206030150753769,0.058471074380165314
U_30630445,C_948113,2.0,辽宁对外经贸学院,2020-06-20 20:33:41,4,E,781,166,0.014084507042253521,0.0,0.0036764705882352936,0.0036764705882352936,0.002881844380403458,0.0007575757575757576,0.03519785812378105,0.0196078431372549,0.0,0.04318936877076412,0.040498442367601244,0.033112582781456956,0.01518987341772152,0.046082331381576004,0.04545454545454545,0.0,0.046511627906976744,0.046511627906976744,0.033112582781456956,0.028571428571428574,0.06104965761407545,0.021739130434782608,0.5,0.04318936877076412,0.04318936877076412,0.033112582781456956,0.01206030150753769,0.058471074380165314
U_6159362,C_735197,1.0,华南理工大学,2020-10-04 16:23:22,4,E,211,141,0.014084507042253521,0.0,0.016544117647058824,0.016544117647058824,0.017291066282420747,0.005303030303030303,0.03519785812378105,0.0196078431372549,0.0,0.04318936877076412,0.040498442367601244,0.033112582781456956,0.01518987341772152,0.046082331381576004,0.04545454545454545,0.0,0.046511627906976744,0.046511627906976744,0.033112582781456956,0.028571428571428574,0.06945484846441191,0.021739130434782608,0.5,0.04318936877076412,0.04318936877076412,0.033112582781456956,0.01206030150753769,0.007747933884297523
U_5678632,C_735164,0.0,昆明理工大学,2020-10-26 11:19:15,0,A,476,138,0.04225352112676056,0.0,0.2849264705882353,0.3400735294117647,0.43515850144092216,0.15833333333333333,0.04272789170599979,0.0196078431372549,0.0,0.19601328903654486,0.1838006230529595,0.18543046357615894,0.09873417721518987,0.054705940414017454,0.022727272727272728,0.0,0.12624584717607976,0.12956810631229237,0.1291390728476821,0.125,0.0912974817468856,0.021739130434782608,0.0,0.10631229235880399,0.10963455149501662,0.10596026490066225,0.05326633165829146,0.07240366735537192
U_6910055,C_756642,2.0,华南理工大学,2020-05-11 18:41:46,3,D,211,149,0.0,0.0,0.11029411764705883,0.11029411764705883,0.09798270893371758,0.02878787878787879,0.04857592928115586,0.0784313725490196,0.0,0.05980066445182724,0.056074766355140186,0.056291390728476824,0.026582278481012658,0.051511576268252326,0.09090909090909091,0.0,0.11627906976744187,0.11960132890365449,0.06291390728476821,0.05476190476190477,0.08706410802458099,0.09782608695652174,0.5,0.11295681063122924,0.12292358803986711,0.07450331125827815,0.029145728643216084,0.0765625
