user_id,course_id,gender,school,enroll_time,classification_encoded,classification,school_encoded,course_id_encoded,comment_count_week1,reply_count_week1,questions_done_week1,attempts_count_week1,correct_answers_week1,total_score_week1,user_watching_time_week1,comment_count_week2,reply_count_week2,questions_done_week2,attempts_count_week2,correct_answers_week2,total_score_week2,user_watching_time_week2
U_33219132,C_697076,2.0,辽宁对外经贸学院,2020-09-24 10:43:06,0,A,781,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,14.0,16.0,0.0
U_30356095,C_1829948,1.0,辽宁对外经贸学院,2020-06-04 17:53:52,4,E,781,61,9.0,0.0,17.0,17.0,10.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
U_14829611,C_1806527,2.0,昆明理工大学,2020-09-04 10:02:44,0,A,476,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_517063,C_735164,0.0,西南交通大学希望学院,2020-11-27 15:03:25,0,A,709,138,0.0,0.0,156.0,179.0,144.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_33065897,C_735164,2.0,昆明理工大学,2020-09-17 21:10:52,0,A,476,138,1.0,0.0,54.0,66.0,52.0,94.0,6.148888888888889,0.0,0.0,28.0,28.0,28.0,39.0,0.0
U_30352381,C_1829948,2.0,中国医科大学,2020-06-04 14:52:30,2,C,69,61,3.0,0.0,40.0,40.0,32.0,32.0,0.0,4.0,0.0,35.0,35.0,29.0,29.0,0.0
U_30002216,C_756642,1.0,辽宁对外经贸学院,2020-05-20 13:19:31,4,E,781,149,0.0,0.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_30140580,C_770766,2.0,河北科技学院,2020-05-28 10:26:44,4,E,564,152,0.0,0.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_14749881,C_1918363,1.0,新乡医学院三全学院,2020-11-02 15:34:49,4,E,461,76,0.0,0.0,4.0,4.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_31104598,C_682392,0.0,中国医科大学,2020-09-14 19:44:42,2,C,69,108,5.0,0.0,200.0,200.0,95.0,125.0,0.0,1.0,0.0,45.0,45.0,22.0,32.0,0.0
U_14946379,C_674920,0.0,西昌民族幼儿师范高等专科学校,2020-06-04 10:04:29,4,E,751,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
