user_id,course_id,gender,school,enroll_time,classification_encoded,classification,school_encoded,course_id_encoded,comment_count_week1,reply_count_week1,questions_done_week1,attempts_count_week1,correct_answers_week1,total_score_week1,user_watching_time_week1
U_31066049,C_801420,1.0,辽宁对外经贸学院,2020-07-26 17:01:22,4,E,781,155,0.0277777777777777,0.0,0.0018348623853211,0.0018348623853211,0.0,0.0,0.0612796980733893
U_5155464,C_735197,2.0,华南理工大学,2020-09-15 11:19:14,3,D,211,141,0.0972222222222222,0.0,0.0422018348623853,0.0422018348623853,0.0547550432276657,0.0143939393939393,0.1011482094087779
U_20300148,C_801420,0.0,南京邮电大学通达学院,2020-09-04 14:03:49,4,E,229,155,0.0277777777777777,0.0,0.0036697247706422,0.0036697247706422,0.0028818443804034,0.0007575757575757,0.0612704371940118
U_6762151,C_1824911,0.0,重庆三峡医药高等专科学校,2020-06-02 10:27:07,4,E,822,57,0.0416666666666666,0.0,0.0642201834862385,0.0642201834862385,0.0547550432276657,0.0318181818181818,0.0686295330870649
U_31252176,C_676635,2.0,辽宁对外经贸学院,2020-08-19 08:11:15,4,E,781,89,0.0416666666666666,0.0,0.036697247706422,0.036697247706422,0.0547550432276657,0.0143939393939393,0.015621033196138
U_7588963,C_948136,0.0,安徽医科大学临床医学院,2020-05-02 21:52:54,2,C,341,168,0.1805555555555555,0.0,0.2,0.2,0.2334293948126801,0.0621212121212121,0.0722071643131909
U_31650869,C_735197,1.0,辽宁对外经贸学院,2020-11-01 17:23:10,4,E,781,141,0.0555555555555555,0.0,0.3376146788990826,0.3376146788990826,0.1873198847262247,0.0492424242424242,0.0725827350668546
U_8747140,C_1918363,1.0,信阳职业技术学院,2020-11-09 13:57:56,2,C,130,76,0.1527777777777777,0.0,0.1871559633027523,0.1871559633027523,0.1498559077809798,0.0636363636363636,0.0800894355106276
U_14431552,C_749807,1.0,天津中医药大学,2020-07-06 11:30:57,4,E,313,148,0.0138888888888888,0.0,0.0311926605504587,0.0311926605504587,0.0374639769452449,0.0098484848484848,0.0605690171994919
U_32551405,C_735164,1.0,昆明理工大学,2020-11-26 21:33:52,4,E,476,138,0.0416666666666666,0.0,0.0752293577981651,0.0752293577981651,0.063400576368876,0.0318181818181818,0.0610863883591534
U_14749903,C_1918363,0.0,新乡医学院三全学院,2020-10-30 07:54:26,2,C,461,76,0.1111111111111111,0.0,0.0073394495412844,0.0073394495412844,0.0057636887608069,0.0045454545454545,0.0722574008695574
U_28992596,C_735164,1.0,昆明理工大学,2020-10-20 13:37:51,0,A,476,138,0.1111111111111111,0.0,0.1908256880733945,0.2844036697247706,0.2420749279538904,0.0651515151515151,0.0072546832326806
U_34040429,C_735164,1.0,昆明理工大学,2020-10-03 16:37:47,0,A,476,138,0.1111111111111111,0.0,0.1981651376146789,0.2752293577981651,0.2334293948126801,0.0621212121212121,0.0672356221704944
U_33713531,C_697076,2.0,辽宁对外经贸学院,2020-11-16 16:45:26,4,E,781,121,0.0416666666666666,0.0,0.091743119266055,0.091743119266055,0.0518731988472622,0.0212121212121212,0.0622450729395355
U_32442895,C_948387,2.0,辽宁对外经贸学院,2020-09-14 21:12:55,4,E,781,169,0.0416666666666666,0.0,0.0880733944954128,0.0880733944954128,0.0576368876080691,0.0348484848484848,0.0626894020083207
U_34177195,C_697076,1.0,辽宁对外经贸学院,2020-11-16 11:50:19,4,E,781,121,0.0416666666666666,0.0,0.0715596330275229,0.0715596330275229,0.0835734870317002,0.0363636363636363,0.0612880724835644
U_14505222,C_1017355,0.0,广州中医药大学,2020-05-01 11:31:07,2,C,423,0,0.1527777777777777,0.0,0.0825688073394495,0.0825688073394495,0.1095100864553314,0.0378787878787878,0.0752245172893202
U_33312020,C_1912004,1.0,辽宁对外经贸学院,2020-09-21 19:44:31,4,E,781,74,0.0138888888888888,0.0,0.0018348623853211,0.0018348623853211,0.0028818443804034,0.0007575757575757,0.0170346578451359
U_22274236,C_677087,1.0,安徽新闻出版职业技术学院,2020-10-15 01:56:57,4,E,348,92,0.0416666666666666,0.0,0.073394495412844,0.073394495412844,0.0864553314121037,0.0227272727272727,0.0604003057675384
U_30887469,C_682750,2.0,辽宁对外经贸学院,2020-07-06 22:24:43,4,E,781,115,0.0277777777777777,0.0,0.0036697247706422,0.0036697247706422,0.0028818443804034,0.0007575757575757,0.0612084388256017
U_14798596,C_682392,0.0,昆明理工大学,2020-11-30 14:45:57,0,A,476,108,0.1388888888888889,0.0,0.4495412844036697,0.4495412844036697,0.7060518731988472,0.2469696969696969,0.0622557105699649
U_18559580,C_1731884,2.0,牡丹江师范学院,2020-07-09 10:13:36,0,A,656,11,0.2638888888888889,0.0,0.2403669724770642,0.2403669724770642,0.377521613832853,0.0992424242424242,0.0711134495063667
U_6159239,C_735197,0.0,华南理工大学,2020-10-05 22:30:38,4,E,211,141,0.0416666666666666,0.0,0.0715596330275229,0.0715596330275229,0.0605187319884726,0.0212121212121212,0.0634384486750189
U_33329452,C_697076,0.0,辽宁对外经贸学院,2020-11-03 23:33:13,4,E,781,121,0.0277777777777777,0.0,0.0770642201834862,0.0770642201834862,0.0403458213256484,0.0295454545454545,0.0605994394358641
U_30778080,C_1992929,1.0,辽宁对外经贸学院,2020-09-20 19:47:24,4,E,781,81,0.0416666666666666,0.0,0.0660550458715596,0.0660550458715596,0.0432276657060518,0.0295454545454545,0.0625691195279354
U_33656073,C_697076,1.0,辽宁对外经贸学院,2020-12-06 08:10:13,4,E,781,121,0.0555555555555555,0.0,0.1834862385321101,0.1834862385321101,0.2449567723342939,0.0795454545454545,0.0650224502835818
U_5503121,C_1017355,2.0,广州中医药大学,2020-05-08 22:11:43,0,A,423,0,0.1111111111111111,0.0,0.0825688073394495,0.0825688073394495,0.1037463976945244,0.034090909090909,0.0680211279783569
U_4121785,C_1017355,2.0,广州中医药大学,2020-03-01 22:24:44,1,B,423,0,0.2083333333333333,0.0,0.0403669724770642,0.0532110091743119,0.063400576368876,0.0265151515151515,0.1162262138827156
U_34429088,C_1755941,0.0,辽宁对外经贸学院,2020-11-01 13:48:59,4,E,781,24,0.0277777777777777,0.0,0.0018348623853211,0.0018348623853211,0.0,0.0,0.0614327155338203
U_22751744,C_801420,2.0,南京邮电大学,2020-09-08 15:48:07,4,E,228,155,0.0277777777777777,0.0,0.0055045871559633,0.0055045871559633,0.0086455331412103,0.0022727272727272,0.0613151518891452
U_24160784,C_1738818,1.0,安徽工业大学,2020-06-15 19:16:44,4,E,344,15,0.0138888888888888,0.0,0.0055045871559633,0.0055045871559633,0.0057636887608069,0.003030303030303,0.0607014923456673
U_24162547,C_1738818,1.0,安徽工业大学,2020-06-15 19:24:35,4,E,344,15,0.0277777777777777,0.0,0.0055045871559633,0.0055045871559633,0.0057636887608069,0.003030303030303,0.0613160532153734
U_4662293,C_682392,0.0,陕西工业职业技术学院,2019-10-31 10:48:09,0,A,876,108,0.2083333333333333,0.0,0.1908256880733945,0.2954128440366972,0.2334293948126801,0.0575757575757575,0.0659084341565191
U_13701008,C_735385,0.0,哈尔滨工程大学,2020-11-27 11:21:34,4,E,273,146,0.0277777777777777,0.0,0.0036697247706422,0.0036697247706422,0.0,0.0,0.0613007653358877
U_19895915,C_735164,0.0,运城学院,2020-11-28 16:54:57,0,A,799,138,0.125,0.0,0.2862385321100917,0.2880733944954128,0.4495677233429394,0.1636363636363636,0.0667619653328999
U_32719370,C_735164,1.0,昆明理工大学,2020-11-30 20:51:24,4,E,476,138,0.0416666666666666,0.0,0.036697247706422,0.0403669724770642,0.0547550432276657,0.025,0.0618279371801952
U_982938,C_735164,2.0,昆明理工大学,2020-11-30 10:11:14,4,E,476,138,0.0694444444444444,0.0,0.2715596330275229,0.2788990825688073,0.4034582132564841,0.1454545454545454,0.0673487336597896
U_33805117,C_1912004,1.0,辽宁对外经贸学院,2020-09-26 17:48:01,4,E,781,74,0.0416666666666666,0.0,0.0697247706422018,0.0697247706422018,0.0662824207492795,0.0219696969696969,0.0628484118024665
U_15273284,C_682392,0.0,昆明理工大学,2020-08-15 19:55:11,0,A,476,108,0.1805555555555555,0.0,0.4495412844036697,0.4495412844036697,0.6887608069164265,0.2416666666666666,0.0634382406766586
