user_id,course_id,gender,school,enroll_time,classification_encoded,classification,school_encoded,course_id_encoded,comment_count_week1,reply_count_week1,questions_done_week1,attempts_count_week1,correct_answers_week1,total_score_week1,user_watching_time_week1,comment_count_week2,reply_count_week2,questions_done_week2,attempts_count_week2,correct_answers_week2,total_score_week2,user_watching_time_week2,comment_count_week3,reply_count_week3,questions_done_week3,attempts_count_week3,correct_answers_week3,total_score_week3,user_watching_time_week3
U_33896355,C_697076,2.0,辽宁对外经贸学院,2020-11-28 21:46:14,4,E,781,121,0.0555555555555555,0.0,0.1834862385321101,0.1834862385321101,0.2103746397694524,0.0606060606060606,0.0654771346993073,0.0634920634920634,0.2,0.1225165562913907,0.1149068322981366,0.0794701986754966,0.0341772151898734,0.0760587363248855,0.1111111111111111,0.0,0.086092715231788,0.1258278145695364,0.086092715231788,0.0928571428571428,0.1072335623371977
U_25176579,C_948395,1.0,西安美术学院,2020-05-23 11:05:08,0,A,727,170,0.0555555555555555,0.0,0.110091743119266,0.110091743119266,0.1440922190201729,0.0787878787878787,0.0679176487940826,0.0476190476190476,0.2,0.1887417218543046,0.2049689440993788,0.1887417218543046,0.0835443037974683,0.0863453735057062,0.0888888888888888,0.0,0.2284768211920529,0.2284768211920529,0.1788079470198675,0.2309523809523809,0.1242744202309943
U_29561800,C_707079,2.0,辽宁对外经贸学院,2020-04-22 10:13:16,4,E,781,132,0.0416666666666666,0.0,0.091743119266055,0.091743119266055,0.0605187319884726,0.034090909090909,0.0606304064298467,0.0634920634920634,0.4,0.009933774834437,0.0093167701863354,0.0,0.0,0.070095169625706,0.1111111111111111,0.0,0.1721854304635761,0.1721854304635761,0.0728476821192053,0.0928571428571428,0.1056879449298458
U_18519865,C_801420,2.0,辽宁对外经贸学院,2020-07-14 21:19:45,4,E,781,155,0.0277777777777777,0.0,0.0073394495412844,0.0073394495412844,0.0,0.0,0.061505960670715,0.0634920634920634,0.4,0.1291390728476821,0.1211180124223602,0.0894039735099337,0.040506329113924,0.0711745433554287,0.1111111111111111,0.0,0.086092715231788,0.119205298013245,0.0794701986754966,0.0738095238095238,0.1091074331813233
U_17894090,C_786631,1.0,北华航天工业学院,2020-04-23 14:32:20,0,A,186,154,0.125,0.0,0.1541284403669724,0.2458715596330275,0.2305475504322766,0.0787878787878787,0.0525060152362785,0.0476190476190476,0.2,0.0198675496688741,0.0186335403726708,0.0066225165562913,0.0037974683544303,0.084083435954365,0.4444444444444445,0.0,0.4403973509933774,0.4403973509933774,0.4403973509933774,0.4238095238095238,0.1169904106201676
U_4053652,C_1017355,2.0,广州中医药大学,2020-05-05 16:22:10,0,A,423,0,0.0972222222222222,0.0,0.0825688073394495,0.0825688073394495,0.1152737752161383,0.0393939393939393,0.0677420437021861,0.0476190476190476,0.2,0.1788079470198675,0.2236024844720496,0.1788079470198675,0.0873417721518987,0.0851194245967704,0.1111111111111111,0.0,0.2218543046357615,0.2218543046357615,0.1688741721854304,0.2333333333333333,0.1196547003558962
U_29686518,C_674959,2.0,辽宁对外经贸学院,2020-07-16 18:23:42,4,E,781,88,0.0416666666666666,0.0,0.0715596330275229,0.0715596330275229,0.0461095100864553,0.0121212121212121,0.0643085801014924,0.0634920634920634,0.4,0.1324503311258278,0.124223602484472,0.0894039735099337,0.0379746835443038,0.0705039649782384,0.0888888888888888,0.0,0.009933774834437,0.009933774834437,0.0066225165562913,0.0047619047619047,0.1098117940797739
U_4825269,C_758928,0.0,陕西工业职业技术学院,2020-02-23 11:14:54,4,E,876,150,0.0138888888888888,0.0,0.0807339449541284,0.0807339449541284,0.0489913544668587,0.031060606060606,0.0641414781806606,0.0634920634920634,0.2,0.1225165562913907,0.1149068322981366,0.086092715231788,0.0443037974683544,0.0737246155595031,0.0444444444444444,0.0,0.0927152317880794,0.1125827814569536,0.0629139072847682,0.0857142857142857,0.1081908992377293
U_30259296,C_674920,0.0,辽宁对外经贸学院,2020-05-28 17:25:16,4,E,781,87,0.0555555555555555,0.0,0.2201834862385321,0.2201834862385321,0.3458213256484149,0.0931818181818181,0.0654472225541522,0.0793650793650793,0.4,0.1158940397350993,0.108695652173913,0.0728476821192053,0.0316455696202531,0.0746244208899951,0.1111111111111111,0.0,0.0827814569536423,0.1291390728476821,0.0827814569536423,0.0880952380952381,0.1084001819277398
U_6099726,C_1017355,2.0,广州中医药大学,2020-03-10 09:59:29,3,D,423,0,0.0138888888888888,0.0,0.1706422018348624,0.1926605504587156,0.1066282420749279,0.1340909090909091,0.0822255192433209,0.1587301587301587,0.2,0.1490066225165563,0.2049689440993788,0.0629139072847682,0.0822784810126582,0.0718464025015039,0.2222222222222222,0.0,0.1721854304635761,0.1721854304635761,0.1688741721854304,0.0309523809523809,0.1421093798882569
