user_id,course_id,gender,school,enroll_time,classification_encoded,classification,school_encoded,course_id_encoded,comment_count_week1,reply_count_week1,questions_done_week1,attempts_count_week1,correct_answers_week1,total_score_week1,user_watching_time_week1,comment_count_week2,reply_count_week2,questions_done_week2,attempts_count_week2,correct_answers_week2,total_score_week2,user_watching_time_week2
U_30390924,C_682340,0.0,辽宁对外经贸学院,2020-06-07 13:58:41,4.0,E,781.0,106.0,0.0,0.0,0.025735294117647,0.025735294117647,0.0259365994236311,0.0083333333333333,0.1106304573604646,0.032258064516129,0.25,0.1794019933554817,0.1682242990654205,0.1092715231788079,0.0518987341772151,0.0701534137218969
U_7872906,C_1829948,0.0,北方民族大学,2020-06-18 08:26:38,4.0,E,190.0,61.0,0.0,0.0,0.0055147058823529,0.0055147058823529,0.0028818443804034,0.0007575757575757,0.0609756279063599,0.0806451612903225,0.0,0.0863787375415282,0.0809968847352024,0.0496688741721854,0.0189873417721519,0.025122543542067
U_33220334,C_697076,2.0,辽宁对外经贸学院,2020-10-07 08:50:26,4.0,E,781.0,121.0,0.0140845070422535,0.0,0.1139705882352941,0.1139705882352941,0.1642651296829971,0.0522727272727272,0.095509589568027,0.0161290322580645,0.0,0.1860465116279069,0.1744548286604361,0.1423841059602649,0.0645569620253164,0.0923767517001636
U_33080073,C_735164,0.0,昆明理工大学,2020-11-10 09:33:55,0.0,A,476.0,138.0,0.2253521126760563,0.0,0.0588235294117647,0.0680147058823529,0.0835734870317002,0.0378787878787878,0.0222945848089724,0.0161290322580645,0.0,0.4053156146179402,0.3831775700934579,0.4072847682119205,0.2,0.0911796793635185
U_27597420,C_747056,1.0,辽宁对外经贸学院,2020-02-27 19:31:17,4.0,E,781.0,147.0,0.0,0.0,0.025735294117647,0.025735294117647,0.0230547550432276,0.0068181818181818,0.0388150555833365,0.064516129032258,0.0,0.0863787375415282,0.0809968847352024,0.0596026490066225,0.0265822784810126,0.0653931077638224
U_4860012,C_758928,2.0,陕西工业职业技术学院,2020-02-23 11:52:00,4.0,E,876.0,150.0,0.0,0.0,0.025735294117647,0.025735294117647,0.031700288184438,0.0098484848484848,0.0592645305227526,0.032258064516129,0.0,0.0697674418604651,0.0654205607476635,0.043046357615894,0.0164556962025316,0.0731628897927561
U_33334172,C_697076,2.0,辽宁对外经贸学院,2020-11-09 13:34:43,4.0,E,781.0,121.0,0.0140845070422535,0.2,0.1213235294117647,0.1213235294117647,0.1729106628242074,0.0537878787878787,0.0338889410316574,0.0161290322580645,0.0,0.2491694352159468,0.2336448598130841,0.2119205298013245,0.0974683544303797,0.0745991090451288
U_6766435,C_1824911,0.0,重庆三峡医专,2020-06-02 10:25:40,3.0,D,814.0,56.99999999999999,0.1549295774647887,0.0,0.0606617647058823,0.0606617647058823,0.0547550432276657,0.0287878787878787,0.1611788052467592,0.0161290322580645,0.25,0.0664451827242525,0.0623052959501557,0.0596026490066225,0.0227848101265822,0.0149235775264828
U_29956886,C_747056,2.0,辽宁对外经贸学院,2020-05-13 10:36:26,4.0,E,781.0,147.0,0.0140845070422535,0.2,0.0,0.0,0.0,0.0,0.0629987983228833,0.0161290322580645,0.0,0.0166112956810631,0.0155763239875389,0.0165562913907284,0.0075949367088607,0.1176483439860546
U_11283389,C_936971,0.0,汉江师范学院,2020-07-20 14:19:21,4.0,E,519.0,162.0,0.028169014084507,0.0,0.025735294117647,0.025735294117647,0.0403458213256484,0.0151515151515151,0.075423689568027,0.0,0.25,0.0099667774086378,0.0093457943925233,0.0132450331125827,0.0063291139240506,0.0880244938095025
U_16517364,C_674959,1.0,辽宁对外经贸学院,2020-07-11 12:43:43,4.0,E,781.0,88.0,0.0140845070422535,0.0,0.0055147058823529,0.0055147058823529,0.0057636887608069,0.0015151515151515,0.0570604300496211,0.0161290322580645,0.0,0.0299003322259136,0.02803738317757,0.0132450331125827,0.0063291139240506,0.1464024136235641
U_135286,C_1774987,0.0,重庆交通大学,2020-11-19 13:37:47,0.0,A,830.0,46.99999999999999,0.0704225352112676,0.0,0.0698529411764705,0.0698529411764705,0.1066282420749279,0.0537878787878787,0.3222128168634842,0.1290322580645161,0.25,0.2159468438538206,0.2024922118380062,0.1821192052980132,0.0797468354430379,0.1035767130022795
U_31509686,C_801420,2.0,辽宁对外经贸学院,2020-08-27 13:37:15,4.0,E,781.0,155.0,0.028169014084507,0.2,0.0110294117647058,0.0110294117647058,0.0172910662824207,0.0045454545454545,0.0217632803785052,0.0161290322580645,0.0,0.0033222591362126,0.0031152647975077,0.0,0.0,0.0696500245832029
U_16551956,C_735283,2.0,梧州学院,2020-07-04 16:00:38,4.0,E,500.0,143.0,0.0,0.0,0.0036764705882352,0.0036764705882352,0.0086455331412103,0.0022727272727272,0.030829432430665,0.0161290322580645,0.0,0.0631229235880398,0.0623052959501557,0.0662251655629139,0.0417721518987341,0.0617819371563938
U_29799486,C_674920,0.0,辽宁对外经贸学院,2020-06-17 17:51:04,4.0,E,781.0,87.0,0.0985915492957746,0.0,0.21875,0.21875,0.1066282420749279,0.028030303030303,0.0153265607570104,0.1612903225806451,0.25,0.2358803986710963,0.2211838006230529,0.2251655629139073,0.0886075949367088,0.0229672015375676
U_31144531,C_697076,0.0,辽宁对外经贸学院,2020-08-06 14:15:18,4.0,E,781.0,121.0,0.0,0.0,0.0073529411764705,0.0073529411764705,0.0115273775216138,0.003030303030303,0.0431043889679578,0.032258064516129,0.25,0.2657807308970099,0.249221183800623,0.2119205298013245,0.0949367088607595,0.0948303435363985
U_30289996,C_1714448,0.0,辽宁对外经贸学院,2020-05-30 22:46:25,4.0,E,781.0,7.999999999999986,0.0704225352112676,0.0,0.0055147058823529,0.0055147058823529,0.0028818443804034,0.0007575757575757,0.046221702504135,0.032258064516129,0.25,0.0299003322259136,0.02803738317757,0.0132450331125827,0.0050632911392405,0.0504919322397532
U_14345806,C_682575,0.0,昆明理工大学,2020-07-06 01:06:02,0.0,A,476.0,113.0,0.0704225352112676,0.0,0.1084558823529411,0.1084558823529411,0.1527377521613832,0.0401515151515151,0.0940396968881024,0.1129032258064516,0.0,0.8106312292358804,0.7601246105919003,0.7814569536423841,0.3962025316455696,0.0801296205247396
U_34040612,C_735164,1.0,昆明理工大学,2020-10-20 20:04:33,0.0,A,476.0,138.0,0.0140845070422535,0.2,0.1636029411764706,0.1691176470588235,0.2564841498559078,0.0946969696969697,0.0727995537946686,0.0161290322580645,0.0,0.3222591362126246,0.3364485981308411,0.304635761589404,0.1620253164556962,0.0602137742576617
U_22295978,C_707358,1.0,湖北文理学院理工学院,2020-05-14 11:27:54,0.0,A,626.0,134.0,0.028169014084507,0.2,0.0165441176470588,0.0183823529411764,0.0259365994236311,0.0068181818181818,0.0105381674646635,0.0161290322580645,0.0,0.0465116279069767,0.0623052959501557,0.0496688741721854,0.0189873417721519,0.0172242971438787
U_2329805,C_735164,0.0,华东交通大学,2020-09-20 10:59:19,0.0,A,195.0,138.0,0.0,0.0,0.0992647058823529,0.1029411764705882,0.1354466858789625,0.0507575757575757,0.0769592222179482,0.0161290322580645,0.0,0.4119601328903654,0.4080996884735202,0.4039735099337748,0.2126582278481012,0.0523914501944307
U_33009480,C_735164,1.0,昆明理工大学,2020-10-21 16:45:27,0.0,A,476.0,138.0,0.0140845070422535,0.2,0.2279411764705882,0.2408088235294117,0.3544668587896253,0.1287878787878787,0.0538753740816248,0.0161290322580645,0.0,0.4186046511627906,0.4049844236760124,0.4172185430463576,0.2227848101265822,0.0681806807967937
U_32716468,C_735164,2.0,昆明理工大学,2020-12-06 22:55:27,0.0,A,476.0,138.0,0.0,0.2,0.2849264705882353,0.2886029411764706,0.4495677233429394,0.1636363636363636,0.0220755896005015,0.0161290322580645,0.0,0.1295681063122923,0.1308411214953271,0.1291390728476821,0.0848101265822784,0.0405390664342436
U_30356790,C_1829948,0.0,中国医科大学,2020-06-04 18:35:09,2.0,C,69.0,61.0,0.1408450704225352,0.0,0.1102941176470588,0.1102941176470588,0.1585014409221901,0.0416666666666666,0.0847166980805477,0.2258064516129032,0.0,0.654485049833887,0.6137071651090342,0.4768211920529801,0.1822784810126582,0.1797949313905153
U_24747945,C_808528,0.0,昆明理工大学,2020-02-19 21:04:09,0.0,A,476.0,156.0,0.0,0.0,0.1875,0.1875,0.2795389048991354,0.128030303030303,0.0454729892981191,0.0,0.0,0.0398671096345514,0.0373831775700934,0.043046357615894,0.0177215189873417,0.0562916550741791
U_8934540,C_735197,0.0,华南理工大学,2020-09-20 10:24:23,3.0,D,211.0,141.0,0.3661971830985915,0.0,0.2941176470588235,0.2941176470588235,0.4639769452449567,0.1325757575757575,0.0700242335654113,0.0806451612903225,0.25,0.0431893687707641,0.0404984423676012,0.0397350993377483,0.0227848101265822,0.1279810485853484
U_8617846,C_758928,1.0,陕西工业职业技术学院,2020-03-19 18:39:10,4.0,E,876.0,150.0,0.0,0.0,0.0128676470588235,0.0128676470588235,0.0086455331412103,0.0022727272727272,0.0781531945993768,0.032258064516129,0.0,0.0265780730897009,0.0249221183800623,0.0231788079470198,0.010126582278481,0.0570788718544674
U_29956798,C_747056,2.0,辽宁对外经贸学院,2020-05-13 10:33:46,4.0,E,781.0,147.0,0.0140845070422535,0.2,0.0036764705882352,0.0036764705882352,0.0086455331412103,0.0022727272727272,0.0441141285532946,0.0161290322580645,0.0,0.0166112956810631,0.0155763239875389,0.009933774834437,0.0037974683544303,0.0362188352031466
U_20962523,C_948120,2.0,中国农业大学,2020-09-24 16:40:50,4.0,E,67.0,167.0,0.0140845070422535,0.0,0.025735294117647,0.025735294117647,0.0374639769452449,0.0098484848484848,0.0357300842404892,0.0161290322580645,0.0,0.0996677740863787,0.0934579439252336,0.086092715231788,0.0354430379746835,0.0280820632011799
U_19956975,C_676646,1.0,西安美术学院,2020-05-28 19:51:49,0.0,A,727.0,90.0,0.1830985915492957,0.0,0.0643382352941176,0.0643382352941176,0.1037463976945244,0.0272727272727272,0.0244568911566719,0.032258064516129,0.0,0.079734219269103,0.0747663551401869,0.0827814569536423,0.0392405063291139,0.0380005065033745
U_33748963,C_697076,2.0,辽宁对外经贸学院,2020-11-17 14:57:25,4.0,E,781.0,121.0,0.0,0.2,0.0349264705882352,0.0349264705882352,0.0489913544668587,0.0143939393939393,0.0690139246836173,0.0161290322580645,0.0,0.3388704318936877,0.3177570093457944,0.3079470198675497,0.1430379746835443,0.0392111026683949
