user_id,course_id,gender,school,enroll_time,classification_encoded,classification,school_encoded,course_id_encoded,comment_count_week1,reply_count_week1,questions_done_week1,attempts_count_week1,correct_answers_week1,total_score_week1,user_watching_time_week1
U_6165589,C_1829948,2.0,北方民族大学,2020-06-05 12:20:37,3,D,190,61,0.041666666666666664,0.0,0.06563706563706564,0.06563706563706564,0.0653061224489796,0.02038216560509554,0.0
U_8087125,C_697076,0.0,辽宁省交通高等专科学校,2020-09-30 14:31:13,0,A,789,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_23864277,C_1829948,1.0,北方民族大学,2020-06-05 13:32:01,2,C,190,61,0.08333333333333333,0.0,0.015444015444015444,0.015444015444015444,0.00816326530612245,0.0025477707006369425,0.0
U_13535188,C_948120,2.0,中国农业大学,2020-09-26 20:23:09,0,A,67,167,0.0,0.0,0.05791505791505792,0.05791505791505792,0.05714285714285715,0.017834394904458598,0.0
U_5581723,C_1824911,2.0,重庆三峡医药高等专科学校,2020-06-02 17:49:26,2,C,822,57,0.013888888888888888,0.0,0.1312741312741313,0.1312741312741313,0.12653061224489798,0.03949044585987261,0.0
U_13535058,C_948120,0.0,中国农业大学,2020-09-26 15:18:56,0,A,67,167,0.0,0.0,0.06177606177606178,0.06177606177606178,0.06122448979591837,0.02038216560509554,0.018030259518447424
U_175230,C_735164,0.0,贵州理工学院,2020-09-16 09:04:19,0,A,765,138,0.013888888888888888,0.0,0.02316602316602317,0.02702702702702703,0.02448979591836735,0.012738853503184712,0.0
U_17909720,C_786631,1.0,北华航天工业学院,2020-04-22 22:57:18,0,A,186,154,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0
U_12649609,C_735197,2.0,辽宁石油化工大学,2020-09-15 21:13:30,4,E,790,141,0.041666666666666664,0.0,0.09266409266409267,0.09266409266409267,0.06122448979591837,0.02038216560509554,0.0
U_26004394,C_948120,1.0,中国医科大学,2020-10-04 09:52:58,2,C,69,167,0.013888888888888888,0.0,0.1003861003861004,0.1003861003861004,0.0979591836734694,0.030573248407643312,0.0
U_22342489,C_1829948,0.0,北方民族大学,2020-06-04 16:45:41,1,B,190,61,0.013888888888888888,0.0,0.10810810810810811,0.10810810810810811,0.07755102040816328,0.024203821656050954,0.0
U_6222993,C_1829948,2.0,北方民族大学,2020-06-11 18:29:40,1,B,190,61,0.09722222222222221,0.0,0.2895752895752896,0.2895752895752896,0.2448979591836735,0.07643312101910828,0.0
U_10910406,C_676646,1.0,天津商业大学,2020-08-11 08:11:23,4,E,316,90,0.0,0.0,0.019305019305019305,0.019305019305019305,0.00816326530612245,0.0025477707006369425,0.0
U_6159534,C_735197,0.0,华南理工大学,2020-10-14 16:40:21,3,D,211,141,0.5277777777777778,0.0,0.16216216216216217,0.16216216216216217,0.1469387755102041,0.05350318471337579,0.0
U_30551649,C_1829948,0.0,辽宁对外经贸学院,2020-06-16 10:39:36,4,E,781,61,0.08333333333333333,0.0,0.17374517374517376,0.17374517374517376,0.07755102040816328,0.024203821656050954,0.0
U_29765912,C_948113,0.0,辽宁对外经贸学院,2020-05-03 23:06:19,4,E,781,166,0.0,0.0,0.49034749034749037,0.49034749034749037,0.4326530612244898,0.1503184713375796,0.0
U_4740917,C_682392,0.0,陕西工业职业技术学校,2020-09-14 19:42:43,0,A,875,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U_32158995,C_2027893,1.0,辽宁对外经贸学院,2020-09-08 09:05:48,4,E,781,84,0.0,0.0,0.011583011583011584,0.011583011583011584,0.00816326530612245,0.0025477707006369425,0.0
U_415109,C_735164,1.0,河南牧业经济学院,2020-09-23 14:28:41,0,A,575,138,0.013888888888888888,0.0,0.31660231660231664,0.3204633204633205,0.3346938775510204,0.17452229299363056,0.0536976088632276
U_14749815,C_1918363,2.0,新乡医学院三全学院,2020-10-30 07:54:23,2,C,461,76,0.013888888888888888,0.0,0.06563706563706564,0.06563706563706564,0.05306122448979592,0.04203821656050955,0.0
